NBa7we src,d4r55,RfnDt,rsqaWe,J7sVM,wiI7pd,NlVald,fontDisplayMedium,cleantext,label tranformers,score label,Tokenizing,WithoutStopwords,Stemming,kalimat,topic
https://lh3.googleusercontent.com/a-/ALV-UjVF40Ch9Veexrn9jgKd3pyH1peYFJkkGH6epNRuGgxVd3fBB6c=w45-h45-p-rp-mo-ba5-br100,Tuparie,Local Guide · 145 ulasan · 740 foto,Diedit 2 tahun lalu,,"Pantainya jangan ditanyaa....
Sangat indah...
Bersih.. …",,19.0,pantainya jangan ditanyaa sangat indah bersih,Positive,0.9996664524078369,"['pantainya', 'jangan', 'ditanyaa', 'sangat', 'indah', 'bersih']","['pantainya', 'ditanyaa', 'indah', 'bersih']","['pantai', 'ditanyaa', 'indah', 'bersih']",pantai ditanyaa indah bersih,0
https://lh3.googleusercontent.com/a-/ALV-UjVpvJO0xkTdJk3IasKV-tvozw-Z5ya7_BnEiKme1G02d4Zptpmo3w=w45-h45-p-rp-mo-ba5-br100,Michael,Local Guide · 286 ulasan · 1.359 foto,setahun lalu,,"Very cool island; stay at the west side, where it is less crowded and you can watch the great sunsets; do a snorkeling tour!",,47.0,pulau yang sangat keren menginap di sisi barat yang tidak terlalu ramai dan anda dapat menyaksikan matahari terbenam yang indah dengan melakukan tur snorkeling,Positive,0.9995371103286743,"['pulau', 'yang', 'sangat', 'keren', 'menginap', 'di', 'sisi', 'barat', 'yang', 'tidak', 'terlalu', 'ramai', 'dan', 'anda', 'dapat', 'menyaksikan', 'matahari', 'terbenam', 'yang', 'indah', 'dengan', 'melakukan', 'tur', 'snorkeling']","['pulau', 'keren', 'menginap', 'sisi', 'barat', 'ramai', 'menyaksikan', 'matahari', 'terbenam', 'indah', 'tur', 'snorkeling']","['pulau', 'keren', 'inap', 'sisi', 'barat', 'ramai', 'saksi', 'matahari', 'benam', 'indah', 'tur', 'snorkeling']",pulau keren inap sisi barat ramai saksi matahari benam indah tur snorkeling,1
https://lh3.googleusercontent.com/a-/ALV-UjVMpdHtDqeLk_-Ivarz01uYKC1aFIQuxflK1mrGSrHTj4LpSEc=w45-h45-p-rp-mo-ba6-br100,Rahmat Hidayat,Local Guide · 261 ulasan · 602 foto,7 bulan lalu,,"Gili Trawangan adalah salah satu dari tiga pulau kecil (disebut ""Gili"" dalam bahasa Sasak, bahasa lokal Lombok) yang terletak di lepas pantai barat laut Lombok, Nusa Tenggara Barat, Indonesia. Dari ketiga Gili tersebut (Gili Trawangan, Gili …",Suka,,gili trawangan adalah salah satu dari tiga pulau kecil disebut gili dalam bahasa sasak bahasa lokal lombok yang terletak di lepas pantai barat laut lombok nusa tenggara barat indonesia dari ketiga gili tersebut gili trawangan gili,Neutral,0.9993399977684021,"['gili', 'trawangan', 'adalah', 'salah', 'satu', 'dari', 'tiga', 'pulau', 'kecil', 'disebut', 'gili', 'dalam', 'bahasa', 'sasak', 'bahasa', 'lokal', 'lombok', 'yang', 'terletak', 'di', 'lepas', 'pantai', 'barat', 'laut', 'lombok', 'nusa', 'tenggara', 'barat', 'indonesia', 'dari', 'ketiga', 'gili', 'tersebut', 'gili', 'trawangan', 'gili']","['gili', 'trawangan', 'salah', 'pulau', 'gili', 'bahasa', 'sasak', 'bahasa', 'lokal', 'lombok', 'terletak', 'lepas', 'pantai', 'barat', 'laut', 'lombok', 'nusa', 'tenggara', 'barat', 'indonesia', 'ketiga', 'gili', 'gili', 'trawangan', 'gili']","['gili', 'trawangan', 'salah', 'pulau', 'gili', 'bahasa', 'sasak', 'bahasa', 'lokal', 'lombok', 'letak', 'lepas', 'pantai', 'barat', 'laut', 'lombok', 'nusa', 'tenggara', 'barat', 'indonesia', 'tiga', 'gili', 'gili', 'trawangan', 'gili']",gili trawangan salah pulau gili bahasa sasak bahasa lokal lombok letak lepas pantai barat laut lombok nusa tenggara barat indonesia tiga gili gili trawangan gili,0
https://lh3.googleusercontent.com/a-/ALV-UjUEd5T4uR350ZqeuD3Utk9hlI9GQ75d92kVSJxnaJNsxy3VHaE=w45-h45-p-rp-mo-ba6-br100,J “Jeffro” S,Local Guide · 475 ulasan · 701 foto,5 bulan lalu,,Party island every night. Night food market is fun and lots of activities to suit everyone,Suka,,pulau pesta setiap malam pasar makanan malam menyenangkan dan banyak kegiatan yang cocok untuk semua orang,Positive,0.999652624130249,"['pulau', 'pesta', 'setiap', 'malam', 'pasar', 'makanan', 'malam', 'menyenangkan', 'dan', 'banyak', 'kegiatan', 'yang', 'cocok', 'untuk', 'semua', 'orang']","['pulau', 'pesta', 'malam', 'pasar', 'makanan', 'malam', 'menyenangkan', 'kegiatan', 'cocok', 'orang']","['pulau', 'pesta', 'malam', 'pasar', 'makan', 'malam', 'senang', 'giat', 'cocok', 'orang']",pulau pesta malam pasar makan malam senang giat cocok orang,0
https://lh3.googleusercontent.com/a-/ALV-UjWizetpWUPhTTa2vQ6TCiXh_Ggga9VDF1uMq1rGZ07HdhzyZObl=w45-h45-p-rp-mo-ba5-br100,Shin Via,Local Guide · 140 ulasan · 650 foto,2 tahun lalu,,"Naik kapal dari lombok cuman 35rb.
Tapi cuman sampai sore ya kapalnya jadi harus udah balik.
Wajib banget sih nginep disini. …",Suka,8.0,naik kapal dari lombok cuman rb tapi cuman sampai sore ya kapalnya jadi harus udah balik wajib banget sih nginep disini,Positive,0.975830078125,"['naik', 'kapal', 'dari', 'lombok', 'cuman', 'rb', 'tapi', 'cuman', 'sampai', 'sore', 'ya', 'kapalnya', 'jadi', 'harus', 'udah', 'balik', 'wajib', 'banget', 'sih', 'nginep', 'disini']","['kapal', 'lombok', 'cuman', 'rb', 'cuman', 'sore', 'ya', 'kapalnya', 'udah', 'wajib', 'banget', 'sih', 'nginep']","['kapal', 'lombok', 'cuman', 'rb', 'cuman', 'sore', 'ya', 'kapal', 'udah', 'wajib', 'banget', 'sih', 'nginep']",kapal lombok cuman rb cuman sore ya kapal udah wajib banget sih nginep,0
https://lh3.googleusercontent.com/a-/ALV-UjUHzXxeOvaexoz_Ann214mxTwV2KHgo8v76k6rpCF0AMHqE6vy6=w45-h45-p-rp-mo-ba7-br100,SICILIAN-AMERICAN,Local Guide · 1.510 ulasan · 4.575 foto,setahun lalu,,"out of the 3 nw lombok gili islands it has the best infrastructure. easier to ride a bike due to more & better paved roads. cool beach bars, local & western style restaurants & little shops. its pretty crowded but if you go inland its kinda quiet & peaceful. its worth going to at least once for a few days.",,,di luar kepulauan gili lombok barat pulau ini memiliki infrastruktur yang terbaik lebih mudah untuk mengendarai sepeda karena jalan beraspal yang lebih baik bar pantai yang keren restoran lokal bergaya barat toko toko kecil cukup ramai tetapi jika anda pergi ke pedalaman suasananya agak tenang dan damai ada baiknya pergi ke setidaknya sekali selama beberapa hari,Positive,0.9993575215339661,"['di', 'luar', 'kepulauan', 'gili', 'lombok', 'barat', 'pulau', 'ini', 'memiliki', 'infrastruktur', 'yang', 'terbaik', 'lebih', 'mudah', 'untuk', 'mengendarai', 'sepeda', 'karena', 'jalan', 'beraspal', 'yang', 'lebih', 'baik', 'bar', 'pantai', 'yang', 'keren', 'restoran', 'lokal', 'bergaya', 'barat', 'toko', 'toko', 'kecil', 'cukup', 'ramai', 'tetapi', 'jika', 'anda', 'pergi', 'ke', 'pedalaman', 'suasananya', 'agak', 'tenang', 'dan', 'damai', 'ada', 'baiknya', 'pergi', 'ke', 'setidaknya', 'sekali', 'selama', 'beberapa', 'hari']","['kepulauan', 'gili', 'lombok', 'barat', 'pulau', 'memiliki', 'infrastruktur', 'terbaik', 'mudah', 'mengendarai', 'sepeda', 'jalan', 'beraspal', 'bar', 'pantai', 'keren', 'restoran', 'lokal', 'bergaya', 'barat', 'toko', 'toko', 'ramai', 'pergi', 'pedalaman', 'suasananya', 'tenang', 'damai', 'baiknya', 'pergi']","['pulau', 'gili', 'lombok', 'barat', 'pulau', 'milik', 'infrastruktur', 'baik', 'mudah', 'kendara', 'sepeda', 'jalan', 'aspal', 'bar', 'pantai', 'keren', 'restoran', 'lokal', 'gaya', 'barat', 'toko', 'toko', 'ramai', 'pergi', 'dalam', 'suasana', 'tenang', 'damai', 'baik', 'pergi']",pulau gili lombok barat pulau milik infrastruktur baik mudah kendara sepeda jalan aspal bar pantai keren restoran lokal gaya barat toko toko ramai pergi dalam suasana tenang damai baik pergi,0
https://lh3.googleusercontent.com/a-/ALV-UjVC7RYF02_m2mHVgGQZbitJokb3MCVemg1yUOudzf6hMJTfE8ek=w45-h45-p-rp-mo-ba7-br100,Kenkeh Hi,Local Guide · 2.047 ulasan · 8.001 foto,2 tahun lalu,,"Relax and chill Island, back to basic , cycle , walk or horse cart ride around this Island , around 1 hour 30 minutes you can walk around the whole island . Clear blue sea water with some sea turtles swimming , just most of the corals were …",,8.0,bersantai dan bersantai di pulau kembali ke siklus dasar berjalan kaki atau naik kereta kuda mengelilingi pulau ini sekitar jam menit anda dapat berjalan mengelilingi seluruh pulau air laut biru jernih dengan beberapa penyu berenang hanya sebagian besar karang yang ada,Positive,0.9963680505752563,"['bersantai', 'dan', 'bersantai', 'di', 'pulau', 'kembali', 'ke', 'siklus', 'dasar', 'berjalan', 'kaki', 'atau', 'naik', 'kereta', 'kuda', 'mengelilingi', 'pulau', 'ini', 'sekitar', 'jam', 'menit', 'anda', 'dapat', 'berjalan', 'mengelilingi', 'seluruh', 'pulau', 'air', 'laut', 'biru', 'jernih', 'dengan', 'beberapa', 'penyu', 'berenang', 'hanya', 'sebagian', 'besar', 'karang', 'yang', 'ada']","['bersantai', 'bersantai', 'pulau', 'siklus', 'dasar', 'berjalan', 'kaki', 'kereta', 'kuda', 'mengelilingi', 'pulau', 'jam', 'menit', 'berjalan', 'mengelilingi', 'pulau', 'air', 'laut', 'biru', 'jernih', 'penyu', 'berenang', 'karang']","['santa', 'santa', 'pulau', 'siklus', 'dasar', 'jalan', 'kaki', 'kereta', 'kuda', 'keliling', 'pulau', 'jam', 'menit', 'jalan', 'keliling', 'pulau', 'air', 'laut', 'biru', 'jernih', 'penyu', 'renang', 'karang']",santa santa pulau siklus dasar jalan kaki kereta kuda keliling pulau jam menit jalan keliling pulau air laut biru jernih penyu renang karang,0
https://lh3.googleusercontent.com/a-/ALV-UjVKicvSlzb3b7SS4x9nM_zspjZOBho-0QZjtuJVQ-0j4wEAQjpG=w45-h45-p-rp-mo-ba6-br100,Efrain Apriwanto Rerung,Local Guide · 240 ulasan · 1.907 foto,Diedit 2 tahun lalu,,"Gili Trawangan merupakan salah satu pulau kecil di Lombok bagian barat. Gili Trawangan adalah satu dari tiga Gili yang ada di Lombok, dua lainnya yaitu Gili Meno dan Gili Air. Pesona Gili Trawangan yaitu hamparan pasir putihnya yang bersih …",,15.0,gili trawangan merupakan salah satu pulau kecil di lombok bagian barat gili trawangan adalah satu dari tiga gili yang ada di lombok dua lainnya yaitu gili meno dan gili air pesona gili trawangan yaitu hamparan pasir putihnya yang bersih,Positive,0.9989515542984009,"['gili', 'trawangan', 'merupakan', 'salah', 'satu', 'pulau', 'kecil', 'di', 'lombok', 'bagian', 'barat', 'gili', 'trawangan', 'adalah', 'satu', 'dari', 'tiga', 'gili', 'yang', 'ada', 'di', 'lombok', 'dua', 'lainnya', 'yaitu', 'gili', 'meno', 'dan', 'gili', 'air', 'pesona', 'gili', 'trawangan', 'yaitu', 'hamparan', 'pasir', 'putihnya', 'yang', 'bersih']","['gili', 'trawangan', 'salah', 'pulau', 'lombok', 'barat', 'gili', 'trawangan', 'gili', 'lombok', 'gili', 'meno', 'gili', 'air', 'pesona', 'gili', 'trawangan', 'hamparan', 'pasir', 'putihnya', 'bersih']","['gili', 'trawangan', 'salah', 'pulau', 'lombok', 'barat', 'gili', 'trawangan', 'gili', 'lombok', 'gili', 'meno', 'gili', 'air', 'pesona', 'gili', 'trawangan', 'hampar', 'pasir', 'putih', 'bersih']",gili trawangan salah pulau lombok barat gili trawangan gili lombok gili meno gili air pesona gili trawangan hampar pasir putih bersih,0
https://lh3.googleusercontent.com/a/ACg8ocJ_68PAnUlK2pptHWYwKAtPjFkuRPKf_4APb8u_swyPk5asNg=w45-h45-p-rp-mo-ba4-br100,Maciej Jarno,Local Guide · 87 ulasan · 88 foto,2 tahun lalu,,"I did not enjoy Gili Islands and I will tell you why [yes, it will be a bit long, but I hope worth reading, before you go]. …",,7.0,saya tidak menikmati pulau gili dan saya akan memberi tahu anda alasannya ya itu akan agak lama tapi saya harap layak dibaca sebelum anda pergi,Negative,0.9994754195213318,"['saya', 'tidak', 'menikmati', 'pulau', 'gili', 'dan', 'saya', 'akan', 'memberi', 'tahu', 'anda', 'alasannya', 'ya', 'itu', 'akan', 'agak', 'lama', 'tapi', 'saya', 'harap', 'layak', 'dibaca', 'sebelum', 'anda', 'pergi']","['menikmati', 'pulau', 'gili', 'alasannya', 'ya', 'harap', 'layak', 'dibaca', 'pergi']","['nikmat', 'pulau', 'gili', 'alas', 'ya', 'harap', 'layak', 'baca', 'pergi']",nikmat pulau gili alas ya harap layak baca pergi,0
https://lh3.googleusercontent.com/a-/ALV-UjVCHOAZNDW7UauPSoNlN0r0UFIWrAx9q2WU3p2AnTwjfWyrWQ-i=w45-h45-p-rp-mo-ba6-br100,Hey Dom,Local Guide · 257 ulasan · 2.112 foto,2 tahun lalu,,"Beautiful island to visit if you going to Indonesia. Some points to keep in mind though, it takes pretty much the whole day to get from Bali to Gili Trawangan. You would start at 6am taking a 90min taxi ride to the harbour, then there's …",,33.0,pulau yang indah untuk dikunjungi jika anda pergi ke indonesia beberapa hal yang perlu diingat meskipun dibutuhkan hampir sepanjang hari untuk pergi dari bali ke gili trawangan anda akan mulai dari pagi naik taksi sebentar ke pelabuhan lalu ada s,Positive,0.9990895986557007,"['pulau', 'yang', 'indah', 'untuk', 'dikunjungi', 'jika', 'anda', 'pergi', 'ke', 'indonesia', 'beberapa', 'hal', 'yang', 'perlu', 'diingat', 'meskipun', 'dibutuhkan', 'hampir', 'sepanjang', 'hari', 'untuk', 'pergi', 'dari', 'bali', 'ke', 'gili', 'trawangan', 'anda', 'akan', 'mulai', 'dari', 'pagi', 'naik', 'taksi', 'sebentar', 'ke', 'pelabuhan', 'lalu', 'ada', 's']","['pulau', 'indah', 'dikunjungi', 'pergi', 'indonesia', 'dibutuhkan', 'pergi', 'bali', 'gili', 'trawangan', 'pagi', 'taksi', 'sebentar', 'pelabuhan', 's']","['pulau', 'indah', 'kunjung', 'pergi', 'indonesia', 'butuh', 'pergi', 'bal', 'gili', 'trawangan', 'pagi', 'taksi', 'sebentar', 'labuh', 's']",pulau indah kunjung pergi indonesia butuh pergi bal gili trawangan pagi taksi sebentar labuh s,0
https://lh3.googleusercontent.com/a-/ALV-UjWKdx8jnZ0ICJ5niq5Kdl34eGgdIUFEa6IZ8q_keRbPCJY-dvzT=w45-h45-p-rp-mo-ba3-br100,Soo Kim,Local Guide · 20 ulasan · 11 foto,7 bulan lalu,,"Gili Trawangan was the perfect mix of relaxation and adventure. We loved snorkeling with sea turtles, biking around the island, and enjoying the beautiful beaches. A lively yet charming getaway spot.",Suka,,gili trawangan adalah perpaduan sempurna antara relaksasi dan petualangan kami menyukai snorkeling bersama penyu bersepeda mengelilingi pulau dan menikmati pantai yang indah tempat liburan yang meriah namun menawan,Positive,0.999661922454834,"['gili', 'trawangan', 'adalah', 'perpaduan', 'sempurna', 'antara', 'relaksasi', 'dan', 'petualangan', 'kami', 'menyukai', 'snorkeling', 'bersama', 'penyu', 'bersepeda', 'mengelilingi', 'pulau', 'dan', 'menikmati', 'pantai', 'yang', 'indah', 'tempat', 'liburan', 'yang', 'meriah', 'namun', 'menawan']","['gili', 'trawangan', 'perpaduan', 'sempurna', 'relaksasi', 'petualangan', 'menyukai', 'snorkeling', 'penyu', 'bersepeda', 'mengelilingi', 'pulau', 'menikmati', 'pantai', 'indah', 'liburan', 'meriah', 'menawan']","['gili', 'trawangan', 'padu', 'sempurna', 'relaksasi', 'tualang', 'suka', 'snorkeling', 'penyu', 'sepeda', 'keliling', 'pulau', 'nikmat', 'pantai', 'indah', 'libur', 'riah', 'tawan']",gili trawangan padu sempurna relaksasi tualang suka snorkeling penyu sepeda keliling pulau nikmat pantai indah libur riah tawan,1
https://lh3.googleusercontent.com/a-/ALV-UjXNKToPutg2hy7MLI4x3ALIERAf39G48_dVffS5oZ-UyWUEOjZB=w45-h45-p-rp-mo-ba3-br100,Galuh Nandya,Local Guide · 22 ulasan · 39 foto,2 tahun lalu,,"Saya datang berkunjung di awal bulan agustus dan ternyata banyak turis yang baru tiba. Jadi ketika snorkeling ramai sekali, beberapa kali badan saya tertendang😅 Tapi untuk viewnya sangat sangat indah. Setelah snorkeling saya mengitari pulau dengan sepedah, yang bertarif 50k/sepedah untuk satu hari penuh. …",Suka,,saya datang berkunjung di awal bulan agustus dan ternyata banyak turis yang baru tiba jadi ketika snorkeling ramai sekali beberapa kali badan saya tertendang tapi untuk viewnya sangat sangat indah setelah snorkeling saya mengitari pulau dengan sepedah yang bertarif k sepedah untuk satu hari penuh,Positive,0.999710738658905,"['saya', 'datang', 'berkunjung', 'di', 'awal', 'bulan', 'agustus', 'dan', 'ternyata', 'banyak', 'turis', 'yang', 'baru', 'tiba', 'jadi', 'ketika', 'snorkeling', 'ramai', 'sekali', 'beberapa', 'kali', 'badan', 'saya', 'tertendang', 'tapi', 'untuk', 'viewnya', 'sangat', 'sangat', 'indah', 'setelah', 'snorkeling', 'saya', 'mengitari', 'pulau', 'dengan', 'sepedah', 'yang', 'bertarif', 'k', 'sepedah', 'untuk', 'satu', 'hari', 'penuh']","['berkunjung', 'agustus', 'turis', 'snorkeling', 'ramai', 'kali', 'badan', 'tertendang', 'viewnya', 'indah', 'snorkeling', 'mengitari', 'pulau', 'sepedah', 'bertarif', 'k', 'sepedah', 'penuh']","['kunjung', 'agustus', 'turis', 'snorkeling', 'ramai', 'kali', 'badan', 'tendang', 'viewnya', 'indah', 'snorkeling', 'kitar', 'pulau', 'dah', 'tarif', 'k', 'dah', 'penuh']",kunjung agustus turis snorkeling ramai kali badan tendang viewnya indah snorkeling kitar pulau dah tarif k dah penuh,1
https://lh3.googleusercontent.com/a-/ALV-UjWcU8cszt-q2Lq0UZuGwVYuwARu-FGoXNRkLz51vCpjRjlP7vPK=w45-h45-p-rp-mo-ba2-br100,MT Black,Local Guide · 10 ulasan · 46 foto,7 bulan lalu,,"Love the Gilis,  great islands, best part no cars or motorbikes, lots of turtles, and great holiday for every age to enjoy!",Suka,12.0,suka pulau pulau besar gili yang terbaik tidak ada mobil atau sepeda motor banyak penyu dan liburan yang menyenangkan untuk dinikmati segala usia,Positive,0.9987264275550842,"['suka', 'pulau', 'pulau', 'besar', 'gili', 'yang', 'terbaik', 'tidak', 'ada', 'mobil', 'atau', 'sepeda', 'motor', 'banyak', 'penyu', 'dan', 'liburan', 'yang', 'menyenangkan', 'untuk', 'dinikmati', 'segala', 'usia']","['suka', 'pulau', 'pulau', 'gili', 'terbaik', 'mobil', 'sepeda', 'motor', 'penyu', 'liburan', 'menyenangkan', 'dinikmati', 'usia']","['suka', 'pulau', 'pulau', 'gili', 'baik', 'mobil', 'sepeda', 'motor', 'penyu', 'libur', 'senang', 'nikmat', 'usia']",suka pulau pulau gili baik mobil sepeda motor penyu libur senang nikmat usia,3
https://lh3.googleusercontent.com/a-/ALV-UjUFwQYRYan1_O3kb3VzeFbkzi3vLu7tj2hp12gID9kPX4dthCiF5A=w45-h45-p-rp-mo-br100,Long kebat9k9,3 ulasan · 5 foto,setahun lalu,,"Gili Trawangan dikenal karena keindahan alamnya yang menakjubkan. Pantai-pantai berpasir putih, air laut yang jernih dan biru, serta pemandangan matahari terbenam yang spektakuler menjadikan pulau ini destinasi yang populer bagi wisatawan yang mencari liburan yang tenang dan indah",Suka,,gili trawangan dikenal karena keindahan alamnya yang menakjubkan pantai pantai berpasir putih air laut yang jernih dan biru serta pemandangan matahari terbenam yang spektakuler menjadikan pulau ini destinasi yang populer bagi wisatawan yang mencari liburan yang tenang dan indah,Positive,0.9996048808097839,"['gili', 'trawangan', 'dikenal', 'karena', 'keindahan', 'alamnya', 'yang', 'menakjubkan', 'pantai', 'pantai', 'berpasir', 'putih', 'air', 'laut', 'yang', 'jernih', 'dan', 'biru', 'serta', 'pemandangan', 'matahari', 'terbenam', 'yang', 'spektakuler', 'menjadikan', 'pulau', 'ini', 'destinasi', 'yang', 'populer', 'bagi', 'wisatawan', 'yang', 'mencari', 'liburan', 'yang', 'tenang', 'dan', 'indah']","['gili', 'trawangan', 'dikenal', 'keindahan', 'alamnya', 'menakjubkan', 'pantai', 'pantai', 'berpasir', 'putih', 'air', 'laut', 'jernih', 'biru', 'pemandangan', 'matahari', 'terbenam', 'spektakuler', 'menjadikan', 'pulau', 'destinasi', 'populer', 'wisatawan', 'mencari', 'liburan', 'tenang', 'indah']","['gili', 'trawangan', 'kenal', 'indah', 'alam', 'takjub', 'pantai', 'pantai', 'pasir', 'putih', 'air', 'laut', 'jernih', 'biru', 'pandang', 'matahari', 'benam', 'spektakuler', 'jadi', 'pulau', 'destinasi', 'populer', 'wisatawan', 'cari', 'libur', 'tenang', 'indah']",gili trawangan kenal indah alam takjub pantai pantai pasir putih air laut jernih biru pandang matahari benam spektakuler jadi pulau destinasi populer wisatawan cari libur tenang indah,0
https://lh3.googleusercontent.com/a/ACg8ocLJukES76LCojfLhRyR3YgmPswrniRxExcRyeNmIMRmdTeNoQ=w45-h45-p-rp-mo-ba3-br100,Sincerely Elaine,Local Guide · 22 ulasan · 70 foto,Diedit setahun lalu,,"Overcrowded and a bad situation for horses.
There’s nothing romantic about being carted around by a thin and sad looking horse. …",,5.0,penuh sesak dan situasi yang buruk bagi kuda tidak ada yang romantis jika diangkut oleh kuda yang kurus dan tampak sedih,Negative,0.9996761083602905,"['penuh', 'sesak', 'dan', 'situasi', 'yang', 'buruk', 'bagi', 'kuda', 'tidak', 'ada', 'yang', 'romantis', 'jika', 'diangkut', 'oleh', 'kuda', 'yang', 'kurus', 'dan', 'tampak', 'sedih']","['penuh', 'sesak', 'situasi', 'buruk', 'kuda', 'romantis', 'diangkut', 'kuda', 'kurus', 'sedih']","['penuh', 'sesak', 'situasi', 'buruk', 'kuda', 'romantis', 'angkut', 'kuda', 'kurus', 'sedih']",penuh sesak situasi buruk kuda romantis angkut kuda kurus sedih,0
https://lh3.googleusercontent.com/a-/ALV-UjWO6RnRAMT_cXmnjDL43qMnp2DtGV3fKpaxHO4Xf9rM03nZr9c=w45-h45-p-rp-mo-ba4-br100,Hery Sugiharto,Local Guide · 48 ulasan · 61 foto,6 bulan lalu,,"Cocok untuk liburan segala segmen , baik keluarga, teman, bisnis ataupun sendiri
Kawasan yang asri tanpa polusi udara",Suka,,cocok untuk liburan segala segmen baik keluarga teman bisnis ataupun sendiri kawasan yang asri tanpa polusi udara,Positive,0.9995710253715515,"['cocok', 'untuk', 'liburan', 'segala', 'segmen', 'baik', 'keluarga', 'teman', 'bisnis', 'ataupun', 'sendiri', 'kawasan', 'yang', 'asri', 'tanpa', 'polusi', 'udara']","['cocok', 'liburan', 'segmen', 'keluarga', 'teman', 'bisnis', 'kawasan', 'asri', 'polusi', 'udara']","['cocok', 'libur', 'segmen', 'keluarga', 'teman', 'bisnis', 'kawasan', 'asri', 'polusi', 'udara']",cocok libur segmen keluarga teman bisnis kawasan asri polusi udara,0
https://lh3.googleusercontent.com/a-/ALV-UjXf5YNHSzOgaNJSKv9yuQY4zFVBVxWSWsBxEn7G8YVJTdtlO5MX=w45-h45-p-rp-mo-ba4-br100,jonathan robert,Local Guide · 74 ulasan · 33 foto,2 tahun lalu,,"Nice and busy island. A lot of diving and snorkelling spots. Prices of food are good. Nice night market. A lot of young people.
Plz don’t ride the horses over there. …",,3.0,pulau yang bagus dan sibuk banyak tempat menyelam dan snorkeling harga makanan bagus pasar malam yang bagus banyak anak muda tolong jangan menunggang kuda di sana,Positive,0.999441921710968,"['pulau', 'yang', 'bagus', 'dan', 'sibuk', 'banyak', 'tempat', 'menyelam', 'dan', 'snorkeling', 'harga', 'makanan', 'bagus', 'pasar', 'malam', 'yang', 'bagus', 'banyak', 'anak', 'muda', 'tolong', 'jangan', 'menunggang', 'kuda', 'di', 'sana']","['pulau', 'bagus', 'sibuk', 'menyelam', 'snorkeling', 'harga', 'makanan', 'bagus', 'pasar', 'malam', 'bagus', 'anak', 'muda', 'tolong', 'menunggang', 'kuda']","['pulau', 'bagus', 'sibuk', 'selam', 'snorkeling', 'harga', 'makan', 'bagus', 'pasar', 'malam', 'bagus', 'anak', 'muda', 'tolong', 'tunggang', 'kuda']",pulau bagus sibuk selam snorkeling harga makan bagus pasar malam bagus anak muda tolong tunggang kuda,1
https://lh3.googleusercontent.com/a-/ALV-UjW67DC_TwbA-M5uz-HCje-zycgzExlokHwkrLBTkN2C3hCybyU=w45-h45-p-rp-mo-ba5-br100,Kellie Gray,Local Guide · 204 ulasan · 153 foto,setahun lalu,,"Good food, and at the markets of an evening.
Very good service, clean rooms, salt water showers only, a great experience on the island, weather is much hotter and humid. Horse and cart, bikes only the island. Hotel very accomading with beautiful staff",Suka,,makanan enak dan di pasar malam pelayanan yang sangat baik kamar bersih pancuran air asin hanya pengalaman hebat di pulau cuaca jauh lebih panas dan lembab sepeda kuda dan kereta hanya hotel pulau yang sangat akomodatif dengan staf yang cantik,Positive,0.9991470575332642,"['makanan', 'enak', 'dan', 'di', 'pasar', 'malam', 'pelayanan', 'yang', 'sangat', 'baik', 'kamar', 'bersih', 'pancuran', 'air', 'asin', 'hanya', 'pengalaman', 'hebat', 'di', 'pulau', 'cuaca', 'jauh', 'lebih', 'panas', 'dan', 'lembab', 'sepeda', 'kuda', 'dan', 'kereta', 'hanya', 'hotel', 'pulau', 'yang', 'sangat', 'akomodatif', 'dengan', 'staf', 'yang', 'cantik']","['makanan', 'enak', 'pasar', 'malam', 'pelayanan', 'kamar', 'bersih', 'pancuran', 'air', 'asin', 'pengalaman', 'hebat', 'pulau', 'cuaca', 'panas', 'lembab', 'sepeda', 'kuda', 'kereta', 'hotel', 'pulau', 'akomodatif', 'staf', 'cantik']","['makan', 'enak', 'pasar', 'malam', 'layan', 'kamar', 'bersih', 'pancur', 'air', 'asin', 'alam', 'hebat', 'pulau', 'cuaca', 'panas', 'lembab', 'sepeda', 'kuda', 'kereta', 'hotel', 'pulau', 'akomodatif', 'staf', 'cantik']",makan enak pasar malam layan kamar bersih pancur air asin alam hebat pulau cuaca panas lembab sepeda kuda kereta hotel pulau akomodatif staf cantik,2
